id,title,speaker,topics,transcript
1922,Can you really tell if a kid is lying?,Kang Lee,['communication'],"Hi Let me ask the audience a question: Did you ever lie as a child? If you did, could you please raise your hand? Wow! This is the most honest group of people I've ever met (Laughter) So for the last 20 years, I've been studying how children learn to tell lies And today, I'm going to share with you some of the discoveries we have made But to begin, I'm going to tell you a story from Mr"
1923,Can you really tell if a kid is lying?,Kang Lee,['communication']," He got a phone call one day The caller says, ""Mr Messina, my son Johnny will not come to school today because he's sick"" Mr Messina asks, ""Who am I speaking to, please?"" And the caller says, ""I am my father"" (Laughter) So this story — (Laughter) sums up very nicely three common beliefs we have about children and lying One, children only come to tell lies after entering elementary school Two, children are poor liars"
1924,Can you really tell if a kid is lying?,Kang Lee,['communication']," And three, if children lie at a very young age, there must be some character flaws with them, and they are going to become pathological liars for life Well, it turns out all of the three beliefs are wrong We have been playing guessing games with children all over the world Here is an example So in this game, we asked children to guess the numbers on the cards And we tell them if they win the game, they are going to get a big prize"
1925,Can you really tell if a kid is lying?,Kang Lee,['communication']," And before we leave the room, we tell them not to peek at the cards Of course, we have hidden cameras in the room to watch their every move Because the desire to win the game is so strong, more than 90 percent of children will peek as soon as we leave the room"
1926,Can you really tell if a kid is lying?,Kang Lee,['communication']," At three years of age, 50 percent lie and 50 percent tell the truth At four years of age, more than 80 percent lie And after four years of age, most children lie So as you can see, lying is really a typical part of development And some children begin to tell lies as young as two years of age So now, let's take a closer look at the younger children"
1927,Can you really tell if a kid is lying?,Kang Lee,['communication']," And good lying requires two key ingredients The first key ingredient is theory of mind, or the mind-reading ability Mind reading is the ability to know that different people have different knowledge about the situation and the ability to differentiate between what I know and what you know Mind reading is important for lying because the basis of lying is that I know you don't know what I know Therefore, I can lie to you"
1928,Can you really tell if a kid is lying?,Kang Lee,['communication']," It is the ability to control your speech, your facial expression and your body language, so that you can tell a convincing lie And we found that those young children who have more advanced mind-reading and self-control abilities tell lies earlier and are more sophisticated liars As it turns out, these two abilities are also essential for all of us to function well in our society"
1929,Can you really tell if a kid is lying?,Kang Lee,['communication']," So if you discover your two-year-old is telling his or her first lie, instead of being alarmed, you should celebrate — (Laughter) because it signals that your child has arrived at a new milestone of typical development Now, are children poor liars? Do you think you can easily detect their lies? Would you like to give it a try? Yes? OK So I'm going to show you two videos"
1930,Can you really tell if a kid is lying?,Kang Lee,['communication']," Here's child number one Are you ready? (Video) Adult: Did you peek? Child: No Kang Lee: And this is child number two (Video) Adult: Did you peek? Child: No KL: OK, if you think child number one is lying, please raise your hand And if you think child number two is lying, please raise your hand OK, so as a matter of fact, child number one is telling the truth, child number two is lying"
1931,Can you really tell if a kid is lying?,Kang Lee,['communication']," (Laughter) Now, we have played similar kinds of games with many, many adults from all walks of life And we show them many videos In half of the videos, the children lied In the other half of the videos, the children told the truth And let's find out how these adults performed Because there are as many liars as truth tellers, if you guess randomly, there's a 50 percent chance you're going to get it right"
1932,Can you really tell if a kid is lying?,Kang Lee,['communication']," So let's start with undergrads and law school students, who typically have limited experience with children No, they cannot detect children's lies Their performance is around chance Now how about social workers and child-protection lawyers, who work with children on a daily basis? Can they detect children's lies? No, they cannot"
1933,Can you really tell if a kid is lying?,Kang Lee,['communication']," What about parents? Can parents detect other children's lies? No, they cannot What about, can parents detect their own children's lies? No, they cannot (Laughter) (Applause) So now you may ask why children's lies are so difficult to detect Let me illustrate this with my own son, Nathan This is his facial expression when he lies (Laughter) So when children lie, their facial expression is typically neutral"
1934,Can you really tell if a kid is lying?,Kang Lee,['communication']," (Laughter) Unfortunately, such emotions are either fleeting or hidden Therefore, it's mostly invisible to us So in the last five years, we have been trying to figure out a way to reveal these hidden emotions Then we made a discovery We know that underneath our facial skin, there's a rich network of blood vessels When we experience different emotions, our facial blood flow changes subtly"
1935,Can you really tell if a kid is lying?,Kang Lee,['communication']," By looking at facial blood flow changes, we can reveal people's hidden emotions Unfortunately, such emotion-related facial blood flow changes are too subtle to detect by our naked eye So to help us reveal people's facial emotions, we have developed a new imaging technology we call ""transdermal optical imaging"" To do so, we use a regular video camera to record people when they experience various hidden emotions"
1936,Can you really tell if a kid is lying?,Kang Lee,['communication']," By looking at transdermal video images, now we can easily see facial blood flow changes associated with the various hidden emotions And using this technology, we can now reveal the hidden emotions associated with lying, and therefore detect people's lies We can do so noninvasively, remotely, inexpensively, with an accuracy at about 85 percent, which is far better than chance level And in addition, we discovered a Pinocchio effect"
1937,Can you really tell if a kid is lying?,Kang Lee,['communication']," (Laughter) This is the real Pinocchio effect When people lie, the facial blood flow on the cheeks decreases, and the facial blood flow on the nose increases Of course, lying is not the only situation that will evoke our hidden emotions So then we asked ourselves, in addition to detecting lies, how can our technology be used? One application is in education"
1938,Can you really tell if a kid is lying?,Kang Lee,['communication']," And also we can use this in health care For example, every day I Skype my parents, who live thousands of miles away And using this technology, I can not only find out what's going on in their lives but also simultaneously monitor their heart rate, their stress level, their mood and whether or not they are experiencing pain And perhaps in the future, their risks for heart attack or hypertension"
1939,Can you really tell if a kid is lying?,Kang Lee,['communication']," Well, the answer is yes Using TV footage, we could detect the politicians' heart rate, mood and stress, and perhaps in the future, whether or not they are lying to us We can also use this in marketing research, for example, to find out whether or not people like certain consumer products We can even use it in dating"
1940,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']","I was a Marine with 1/1 Weapons Company, 81's platoon, out in Camp Pendleton, California Oorah! Audience: Oorah! (Laughter) I joined a few months after September 11, feeling like I think most people in the country did at the time, filled with a sense of patriotism and retribution and the desire to do something — that, coupled with that fact that I wasn't doing anything"
1941,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," I can spell that later for people who are interested — (Laughter) Mishawaka is many good things but cultural hub of the world it is not, so my only exposure to theater and film was limited to the plays I did in high school and Blockbuster Video, may she rest in peace"
1942,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," I also did that Hail Mary LA acting odyssey that I always heard stories about, of actors moving to LA with, like, seven dollars and finding work and successful careers I got as far as Amarillo, Texas, before my car broke down"
1943,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," parents' house, paying rent, selling vacuums  telemarketing, cutting grass at the local 4-H fairgrounds This was my world going into September, 2001 So after the 11th, and feeling an overwhelming sense of duty, and just being pissed off in general — at myself, my parents, the government; not having confidence, not having a respectable job, my shitty mini-fridge that I just drove to California and back — I joined the Marine Corps and loved it"
1944,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," It's one of the things I'm most proud of having done in my life Firing weapons was cool, driving and detonating expensive things was great But I found I loved the Marine Corps the most for the thing I was looking for the least when I joined, which was the people: these weird dudes — a motley crew of characters from a cross section of the United States — that on the surface I had nothing in common with"
1945,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And then, a few years into my service and months away from deploying to Iraq, I dislocated my sternum in a mountain-biking accident, and had to be medically separated Those never in the military may find this hard to understand, but being told I wasn't getting deployed to Iraq or Afghanistan was very devastating for me"
1946,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And then, suddenly, I was a civilian again I knew I wanted to give acting another shot, because — again, this is me — I thought all civilian problems are small compared to the military I mean, what can you really bitch about now, you know? ""It's hot Someone should turn on the air conditioner"" ""This coffee line is too long"" I was a Marine, I knew how to survive I'd go to New York and become an actor"
1947,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," (Laughter) I re-auditioned for Juilliard and this time I was lucky, I got in But I was surprised by how complex the transition was from military to civilian And I was relatively healthy; I can't imagine going through that process on top of a mental or physical injury But regardless, it was difficult"
1948,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," But also, because I didn't know how to apply the things I learned in the military to a civilian context I mean that both practically and emotionally Practically, I had to get a job And I was an Infantry Marine, where you're shooting machine guns and firing mortars There's not a lot of places you can put those skills in the civilian world (Laughter) Emotionally, I struggled to find meaning In the military, everything has meaning"
1949,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," You can't smoke in the field because you don't want to give away your position You don't touch your face — you have to maintain a personal level of health and hygiene You face this way when ""Colors"" plays, out of respect for people who went before you Walk this way, talk this way because of this Your uniform is maintained to the inch How diligently you followed those rules spoke volumes about the kind of Marine you were"
1950,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," In the civilian world there's no rank Here you're just another body, and I felt like I constantly had to prove my worth all over again And the respect civilians were giving me while I was in uniform didn't exist when I was out of it There didn't seem to be a  a sense of community, whereas in the military, I felt this sense of community"
1951,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," (Laughter) I was really, for the first time, discovering playwrights and characters and plays that had nothing to do with the military, but were somehow describing my military experience in a way that before to me was indescribable And I felt myself becoming less aggressive as I was able to put words to feelings for the first time and realizing what a valuable tool that was"
1952,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," I saw my friends battling these circumstances, and I watched the anxiety it produced in them and me, not being able to express our feelings about it The military and theater communities are actually very similar You have a group of people trying to accomplish a mission greater than themselves; it's not about you You have a role, you have to know your role within that team"
1953,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," You're forced to be intimate with complete strangers in a short amount of time; the self-discipline, the self-maintenance"
1954,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," The point is more, how great would it be to have theater presented through characters that were accessible without being condescending So we started this nonprofit called Arts in the Armed Forces, where we tried to do that, tried to join these two seemingly dissimilar communities"
1955,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," It's a powerful thing, getting in a room with complete strangers and reminding ourselves of our humanity, and that self-expression is just as valuable a tool as a rifle on your shoulder And for an organization like the military, that prides itself on having acronyms for acronyms, you can get lost in the sauce when it comes to explaining a collective experience"
1956,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," We've gone all over the United States and the world, from Walter Reed in Bethesda, Maryland, to Camp Pendleton, to Camp Arifjan in Kuwait, to USAG Bavaria, on- and off-Broadway theaters in New York And for the performing artists we bring, it's a window into a culture they otherwise would not have had exposure to And for the military, it's the exact same And in doing this for the past six years, I'm always reminded that acting is many things"
1957,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," But it's also a service I didn't get to finish mine, so whenever I get to be of service to this ultimate service industry, the military, for me, again — there's not many things better than that Thank you (Applause) We're going to be doing a piece from Marco Ramirez, called ""I am not Batman"" An incredible actor and good friend of mine, Jesse Perez, is going to be reading, and Matt Johnson, who I just met a couple hours ago"
1958,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," Jesse Perez and Matt Johnson (Applause) Jesse Perez: It's the middle of the night and the sky is glowing like mad, radioactive red And if you squint, you can maybe see the moon through a thick layer of cigarette smoke and airplane exhaust that covers the whole city, like a mosquito net that won't let the angels in (Drum beat) And if you look up high enough, you can see me standing on the edge of an 87-story building"
1959,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," (Beat) And I'm frickin' Batman (Beat) And I gots Batmobiles and batarangs and frickin' bat caves, like, for real And all it takes is a broom closet or a back room or a fire escape, and Danny's hand-me-down jeans are gone"
1960,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," That blue polo shirt — it's gone, too! And I get like, like  transformational (Beat) And nobody pulls out a belt and whips Batman for talkin' back (Beat) Or for not talkin' back And nobody calls Batman simple or stupid or skinny And nobody fires Batman's brother from the Eastern Taxi Company 'cause they was making cutbacks, neither 'Cause they got nothing but respect And not like afraid-respect, just, like, respect-respect"
1961,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," 'Cause Batman doesn't mean nobody no harm (Beat) Ever (Double beat) 'Cause all Batman really wants to do is save people and maybe pay abuela's bills one day and die happy And maybe get, like, mad-famous for real (Laughter) Oh — and kill the Joker (Drum roll) Tonight, like most nights, I'm all alone And I'm watchin' and I'm waitin' like a eagle or like a — no, yeah, like a eagle"
1962,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And nobody — nobody! — is gonna come between Batman  and justice (Drums) (Laughter) From where I am, I can hear everything (Silence) Somewhere in the city, there's a old lady picking Styrofoam leftovers up out of a trash can and she's putting a piece of sesame chicken someone spit out into her own mouth"
1963,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And somewhere there's a man, a man in a janitor's uniform, stumbling home drunk and dizzy after spending half his paycheck on 40-ounce bottles of twist-off beer, and the other half on a four-hour visit to some lady's house on a street where the lights have all been shot out by people who'd rather do what they do in this city in the dark"
1964,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," But they don't count on me They don't count on no Dark Knight, with a stomach full of grocery-store brand macaroni and cheese and cut-up Vienna sausages (Laughter) 'Cause they'd rather believe I don't exist"
1965,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," So I swoop down, like, mad-fast and I'm like darkness, I'm like, ""Swoosh!"" And I throw a batarang at the one naked lightbulb (Cymbal) And they're all like, ""Whoa, muthafucker! Who just turned out the lights?"" (Laughter) ""What's that over there?"" ""What?"" ""Gimme me what you got, old man!"" ""Did anybody hear that?"" ""Hear what? There ain't nothing No, really — there ain't no bat!"" But then "
1966,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']",""" And suddenly everything gets quiet And the one good-for-nothing left standing grips a handgun and aims it straight up, like he's holding Jesus hostage, like he's threatening maybe to blow a hole in the moon And the good-for-nothing who got it to the head, who tried to jump-kick me, and the other good-for-nothing who got it in the gut, is both scrambling back away from the dark figure before 'em"
1967,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," (Double beat) And there's me: eyes glowing white, cape blowing softly in the wind (Beat) Bulletproof chest heaving, my heart beating right through it in a Morse code for: ""Fuck with me just once come on just try"" And the one good-for-nothing left standing, the one with the handgun — yeah, he laughs And he lowers his arm And he points it at me and gives the moon a break"
1968,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And janitor man is still calling Saint Anthony, but he ain't pickin' up And for a second, it seems like  maybe I'm gonna lose Nah! (Drums) Shoot! Shoot! Fwa-ka-ka! ""Don't kill me, man!"" Snap! Wrist crack! Neck! Slash! Skin meets acid: ""Ahhhhhhh!"" And he's on the floor and I'm standing over him and I got the gun in my hands now and I hate guns, I hate holding 'em 'cause I'm Batman"
1969,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," But for just a second, my eyes glow white, and I hold this thing for I could speak to the good-for-nothing in a language he maybe understands Click-click! (Beat) And the good-for-nothings become good-for-disappearing into whatever toxic waste, chemical sludge shithole they crawled out of And it's just me and janitor man And I pick him up, and I wipe sweat and cheap perfume off his forehead"
1970,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And I say two words to him: ""Go home"" And he does, checking behind his shoulder every 10 feet And I swoosh from building to building on his way there 'cause I know where he lives And I watch his hands tremble as he pulls out his key chain and opens the door to his building And I'm back in bed before he even walks in through the front door And I hear him turn on the faucet and pour himself a glass of warm tap water"
1971,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And I hear his footsteps And they get slower as they get to my room And he creaks my door open, like, mad-slow And he takes a step in, which he never does (Beat) And he's staring off into nowhere, his face, the color of sidewalks in summer And I act like I'm just waking up and I say, ""Ah, what's up, Pop?"" And janitor man says nothing to me But I see in the dark, I see his arms go limp and his head turns back, like, towards me"
1972,My journey from Marine to actor,Adam Driver,"['communication', 'entertainment']"," And his cheeks is drippin', but not with sweat And he just stands there breathing, like he remembers my eyes glowing white, like he remembers my bulletproof chest, like he remembers he's my pop And for a long time I don't say nothin' And he turns around, hand on the doorknob And he ain't looking my way, but I hear him mumble two words to me: ""I'm sorry"" And I lean over, and I open my window just a crack"
1973,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']","What an intriguing group of individuals you are  to a psychologist (Laughter) I've had the opportunity over the last couple of days of listening in on some of your conversations and watching you interact with each other And I think it's fair to say, already, that there are 47 people in this audience, at this moment, displaying psychological symptoms I would like to discuss today (Laughter) And I thought you might like to know who you are"
1974,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," I'm in the field of research known as personality psychology, which is part of a larger personality science which spans the full spectrum, from neurons to narratives And what we try to do, in our own way, is to make sense of how each of us — each of you — is, in certain respects, like all other people, like some other people and like no other person Now, already you may be saying of yourself, ""I'm not intriguing"
1975,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']",""" Or you may say of yourself, ""I am intriguing, even if I am regarded by most people as a great, thundering twit"" (Laughter) But it is your self-diagnosed boringness and your inherent ""twitiness"" that makes me, as a psychologist, really fascinated by you So let me explain why this is so"
1976,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," They spell out the acronym OCEAN So, ""O"" stands for ""open to experience,"" versus those who are more closed ""C"" stands for ""conscientiousness,"" in contrast to those with a more lackadaisical approach to life ""E"" — ""extroversion,"" in contrast to more introverted people ""A"" — ""agreeable individuals,"" in contrast to those decidedly not agreeable And ""N"" — ""neurotic individuals,"" in contrast to those who are more stable"
1977,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," And so we know that, for example, openness and conscientiousness are very good predictors of life success, but the open people achieve that success through being audacious and, occasionally, odd The conscientious people achieve it through sticking to deadlines, to persevering, as well as having some passion Extroversion and agreeableness are both conducive to working well with people Extroverts, for example, I find intriguing"
1978,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," (Laughter) Did you know that? Already, some of you have tried to lick the outside of your own elbow But extroverts amongst you are probably those who have not only tried, but they have successfully licked the elbow of the person sitting next to them (Laughter) Those are the extroverts Let me deal in a bit more detail with extroversion, because it's consequential and it's intriguing, and it helps us understand what I call our three natures"
1979,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," Second, our sociogenic or second nature, which has to do with the cultural and social aspects of our lives And third, what makes you individually you — idiosyncratic — what I call your ""idiogenic"" nature Let me explain One of the things that characterizes extroverts is they need stimulation"
1980,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," They all gather together And I've seen you The introverts are more likely to spend time in the quiet spaces up on the second floor, where they are able to reduce stimulation — and may be misconstrued as being antisocial, but you're not necessarily antisocial It may be that you simply realize that you do better when you have a chance to lower that level of stimulation Sometimes it's an internal stimulant, from your body"
1981,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," When extroverts come into the office at nine o'clock in the morning and say, ""I really need a cup of coffee,"" they're not kidding — they really do Introverts do not do as well, particularly if the tasks they're engaged in — and they've had some coffee — if those tasks are speeded, and if they're quantitative, introverts may give the appearance of not being particularly quantitative But it's a misconstrual"
1982,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," I should say, before getting to this, something about sexual intercourse, although I may not have time And so, if you would like me to — yes, you would? OK (Laughter) There are studies done on the frequency with which individuals engage in the conjugal act, as broken down by male, female; introvert, extrovert"
1983,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']","0 Extroverted men? More or less? Yes, more 55 — almost twice as much Introverted women: 31 Extroverted women? Frankly, speaking as an introverted male, which I will explain later — they are heroic 75 They not only handle all the male extroverts, they pick up a few introverts as well (Laughter) (Applause) We communicate differently, extroverts and introverts"
1984,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," They'd like to stand close for comfortable communication They like to have a lot of eye contact, or mutual gaze We found in some research that they use more diminutive terms when they meet somebody So when an extrovert meets a Charles, it rapidly becomes ""Charlie,"" and then ""Chuck,"" and then ""Chuckles Baby"" (Laughter) Whereas for introverts, it remains ""Charles,"" until he's given a pass to be more intimate by the person he's talking to"
1985,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," Extroverts prefer black-and-white, concrete, simple language Introverts prefer — and I must again tell you that I am as extreme an introvert as you could possibly imagine — we speak differently We prefer contextually complex, contingent, weasel-word sentences — (Laughter) More or less (Laughter) As it were (Laughter) Not to put too fine a point upon it — like that When we talk, we sometimes talk past each other"
1986,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," First, his name is Tom Mine isn't (Laughter) Secondly, he's six foot five I have a tendency not to be (Laughter) And thirdly, he's as extroverted a person as you could find I am seriously introverted I overload so much, I can't even have a cup of coffee after three in the afternoon and expect to sleep in the evening We had seconded to this project a fellow called Michael And Michael almost brought the project to a crashing halt"
1987,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," He spoke in classic ""extrovert-ese"" And here is how extroverted ears heard what I said, which is actually pretty accurate I said, ""Well Michael does have a tendency at times of behaving in a way that some of us might see as perhaps more assertive than is normally called for"
1988,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," (Laughter) But the extrovert says, ""If he walks like one, if he talks like one, I call him one"" And we go past each other Now is this something that we should be heedful of? Of course It's important that we know this Is that all we are? Are we just a bunch of traits? No, we're not Remember, you're like some other people and like no other person"
1989,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," But are there some distinctively Elizabethan features of your behavior, or Georgian of yours, that make us understand you better than just a bunch of traits? That make us love you? Not just because you're a certain type of person I'm uncomfortable putting people in pigeonholes I don't even think pigeons belong in pigeonholes So what is it that makes us different? It's the doings that we have in our life — the personal projects"
1990,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," It relates to your kid — you've been back three times to the hospital, and they still don't know what's wrong Or it could be your mom And you'd been acting out of character These are free traits You're very agreeable, but you act disagreeably in order to break down those barriers of administrative torpor in the hospital, to get something for your mom or your child"
1991,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," And they are what matters Don't ask people what type you are; ask them, ""What are your core projects in your life?"" And we enact those free traits I'm an introvert, but I have a core project, which is to profess I'm a professor And I adore my students, and I adore my field And I can't wait to tell them about what's new, what's exciting, what I can't wait to tell them about"
1992,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," But we need to be very careful when we act protractedly out of character Sometimes we may find that we don't take care of ourselves I find, for example, after a period of pseudo-extroverted behavior, I need to repair somewhere on my own"
1993,"Who are you, really? The puzzle of personality",Brian Little,"['communication', 'humanity']"," (Laughter) I remember one particular day when I was retired to a cubicle, trying to avoid overstimulation And a real extrovert came in beside me — not right in my cubicle, but in the next cubicle over — and I could hear various evacuatory noises, which we hate — even our own, that's why we flush during as well as after (Laughter) And then I heard this gravelly voice saying, ""Hey, is that Dr"
1994,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']","It's funny the things you forget I went to see my mother the other day, and she told me this story that I'd completely forgotten about how, when we were driving together, she would pull the car over, and by the time she had gotten out of the car, and gone around the car to let me out of the car, I would have already gotten out of the car and pretended to have died (Laughter) (Applause) Because that's how you die"
1995,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," (Laughter) Settle down (Laughter) People say we live in an age of information overload Right? I don't know about that, but I just know that I get too many marketing emails I got a marketing email from a supermarket firm, which will remain nameless for predominantly legal reasons, but which I'm going to call ""SafeMart"
1996,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," So what I did was I scrolled down to the bottom of the email, and I pressed, ""Unsubscribe"" And I thought that'd be the end of it But a week later, I got another one that said, ""Just two weeks until SafeMart at King's Cross opens!!!"" And I thought, obviously, I haven't clicked hard enough So I tried it again"
1997,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," It's hard enough to discriminate between the things that genuinely matter in this world and the minutiae of life, without having emails about supermarket chains and Candy Crush Saga And I was really annoyed with them, and I thought, OK, I was about to write a strongly worded email, which I can do quite well (Laughter) And I thought, no — I'm going to find the game"
1998,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," I've asked a colleague to help me with your query"" (Laughter) Like it needs help And I said, ""What's the plan, Dan? I'm thinking fireworks, bouncy castle "" (Laughter) ""I'm not sure what you mean"" (Laughter) I said, ""I'm just tremendously excited about the opening!"" (Laughter) ""Do you want to book the bouncy castle or shall I?"" He said, ""I think you have misunderstood"" (Laughter) ""A new store is opening, but there is no celebration planned"
1999,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']",""" (Laughter) ""I'm sorry you're disappointed"" (Laughter) I said, ""Not to worry Let's do something anyway! Besides, the deposit on the bouncy castle was non-refundable"" (Laughter) ""If we don't use it, we're out a few hundred quid, Dan"" (Laughter) He said, ""Mr Veitch, I'm not responsible for anything you have ordered"" I said, ""Let's not get into who did what Bottom line: you and I are in this together"
2000,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']",""" (Laughter) That's outrageous I said, ""Dan?"" (Laughter) And I got — and I was just like, this is  — and I, I  And I said, ""Danny?"" And I thought, this is terrible All I'm doing is collecting case numbers I said, ""D-Dog?"" (Laughter) ""The store is now open"" (Laughter) I said, ""But Dan, they must have wondered why there was no bouncy castle"" And then we were back to this"
2001,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," So, this is what I replied: [Thanks for your email - your Case Number is #0000001] (Laughter) (Applause) And we just, uh  (Laughter) It was like we were dancing It was just a beautiful relationship We just kept going It was lovely But to be honest, guys, it was quite labor-intensive, and I had other stuff to do, believe it or not So what I did is I have a little email auto-replier program"
2002,The agony of trying to unsubscribe,James Veitch,"['communication', 'technology', 'business']"," So I set it up, and it says, ""Thanks for your email - your Case Number is "" Then it has a little formula that I wrote to up the case number every time And I put it on the server and set it running (Laughter) I'll be honest, guys — then I forgot about it (Laughter) I checked back on it the other day, and it appears there have been a number of emails going back and forth We're on 21,439"
2003,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']","The last time I heard my son's voice was when he walked out the front door on his way to school He called out one word in the darkness: ""Bye"" It was April 20, 1999 Later that morning, at Columbine High School, my son Dylan and his friend Eric killed 12 students and a teacher and wounded more than 20 others before taking their own lives Thirteen innocent people were killed, leaving their loved ones in a state of grief and trauma"
2004,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," But the enormity of the tragedy can't be measured only by the number of deaths and injuries that took place There's no way to quantify the psychological damage of those who were in the school, or who took part in rescue or cleanup efforts There's no way to assess the magnitude of a tragedy like Columbine, especially when it can be a blueprint for other shooters who go on to commit atrocities of their own"
2005,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," It has taken me years to try to accept my son's legacy The cruel behavior that defined the end of his life showed me that he was a completely different person from the one I knew Afterwards people asked, ""How could you not know? What kind of a mother were you?"" I still ask myself those same questions Before the shootings, I thought of myself as a good mom"
2006,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," But the tragedy convinced me that I failed as a parent, and it's partially this sense of failure that brings me here today Aside from his father, I was the one person who knew and loved Dylan the most If anyone could have known what was happening, it should have been me, right? But I didn't know Today, I'm here to share the experience of what it's like to be the mother of someone who kills and hurts"
2007,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," But there are no simple answers I can't give you any solutions All I can do is share what I have learned When I talk to people who didn't know me before the shootings, I have three challenges to meet First, when I walk into a room like this, I never know if someone there has experienced loss because of what my son did I feel a need to acknowledge the suffering caused by a member of my family who isn't here to do it for himself"
2008,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," The second challenge I have is that I must ask for understanding and even compassion when I talk about my son's death as a suicide Two years before he died, he wrote on a piece of paper in a notebook that he was cutting himself He said that he was in agony and wanted to get a gun so he could end his life I didn't know about any of this until months after his death"
2009,My son was a Columbine shooter. This is my story,Sue Klebold,"['humanity', 'society', 'social change']"," I'm trying to understand how his suicidal thinking led to murder After a lot of reading and talking with experts, I have come to believe that his involvement in the shootings was rooted not in his desire to kill but in his desire to die"
